[],RT @clauirizarry: Law enforcement at the global epicenter of COVID-19 is sweeping the makeshift homes of unsheltered homeless people. Exact…,humandotnyc,"New York, NY"
[],"RT @chuckwoolery: As the media and the Democrats are weaponizing this virus, It's disgusting to watch them salivate over the economy being…",JustinJuno1,
['wion'],RT @TandonRaveena: Nice to see India and our PM being praised globally for the leadership in tackling the Corona virus outbreak...#wion (in…,prithvi__07,"New Delhi, India"
[],RT @animatedtext: the government will kill me faster than this virus https://t.co/aDQxnWJqh3,crl_eh_o_nathan,
[],That’s not what he said 🙄That talking point has been debunked weeks ago. He said the Democrat criticism of his hand… https://t.co/XiuFNv1oe5,f09047075,United States
[],RT @ScottAdamsSays: Hmm. Not crazy.,StevenFlood8,
[],RT @cvpayne: I thought they were just pondering not covering important developments to fight and curb coronavirus.  Big businesses with maj…,MWestie7,
[],"@SaraCarterDC Queen of delay Pelosi...good one👍

Was Pelosi's impeachment  a distraction from the impending virus?",stweettweets,
['COVID19'],RT @taidrus: Looking forward to working with Dr. Faisal Sultan @fslsltn to tackle the #COVID19 pandemic. We must all come together to fight…,tanhaiyaan,
[],That was her responsibility and she was quoted encouraging people to attend Mardi Grau! What a freaking liar. !,Hooper1Dr,"Edmond, OK"
[],Just think of all the potential ways the virus could’ve spread here 😭,EmmCeeGrey,"Toronto, Ontario"
[],"RT @alexmjordan: Friends, these are smart ways to stay safe. Yet even more important is to recognize we need God now, perhaps more than eve…",Matthew57512, MAGA
[],"RT @charliekirk11: China is lying to the world—again.

They say COVID-19 has only killed roughly 3,300 of its’ citizens

But new reports ou…",BR54986539381,
[],RT @downCCP: @Jkylebass All the evidence pointed to the CCP military and its P4 lab in Wuhan that were involved in creating this virus. Don…,mproia,USA
[],RT @KnowWhatEyeMeme: It has already spread among them Many of them have the virus but will never get sick yet are still contagious.  We KNO…,sallyagale,"Houston, TX"
[],"RT @RealCandaceO: Make no mistake, America. If there are not hundreds of thousands of deaths in Bangladesh and India in the next few weeks—…",jhazel09,United States
"['ChinaLiedPeopleDied', 'China', 'WuhanVirus', 'ChinaVirus', 'ChinaIsAsshoe']",#ChinaLiedPeopleDied #China is asshole! #WuhanVirus #ChinaVirus #ChinaIsAsshoe,MrDoodleDaddy1,
[],RT @RonnyJackson4TX: There’s no doubt the Communist Chinese covered up the severity of this virus. They must be held accountable for their…,artech42,
[],"RT @SuganeshI: Lockdown district (Erode, TN) people are reacting completely normal, it’s not a good sign to combat corona. People are not u…",KavinKettimuthu,
[],"RT @tedcruz: It’s even worse. We KNOW China is lying. On 3/1, China had 80,026 reported cases. On 3/28, it had 81,439. Does anyone believe…",pennyarcade7,
[],"RT @CIAspygirl: Because...Your Dad Lies:
*Health insurance industry agreed to waive all copayments for coronavirus treatments
*We're very c…",Rainman58C,"Maple Grove, MN"
[],"RT @paulsperry_: According to Microsoft's COVID-19 Tracker, there are now 3,219 Americans who have recovered from COVID-19 &amp; ostensibly no…",SaraIMBella,
[],"RT @svdate: 1) The president downplayed the virus threat for 7 weeks, AFTER he received info how deadly it was in China
2) He claimed -- fa…",annemariehams,IL
[],"@MeganKaraMax @w_terrence So, how quickly do the ""experts"" say this virus replicates? How many days to double?",willytg66,Purgatory
[],RT @ChadLeClose: The people who brought the virus are having cook outs on the street and walking dogs whilst black folks are catching hands…,uLusanda,Kwa Nhliziyo Ngiyise
[],"RT @WhiteHouse: The peak of this virus' death rate is likely to hit in two weeks. 

We MUST stay the course and keep following the guidelin…",Atheen_,United States
[],RT @OneMoreGuyjin: Can Japan seriously start taking this virus seriously now? No fucking onegaishimasu. We need a fucking shinasai.,BrianDavidBerry,"Saitama, Japan & California, USA"
[],"@JehangirBader @NawabZubairTal1 Appeal For fund
requested by democratic lawyers form Sindh to contribute according… https://t.co/7x7S5ZRGjF",AbbasAliSarki1,
[],honestly 😂opened my window last night cuz it was hot and woke up thinking i had corona virus. almost had a heart at… https://t.co/3job3bRpC7,jdvandrunen,"St John, IN"
[],RT @1trackjunkie: @NerdieKittie @heroicslug @alice4u2010 @WalshFreedom @kurteichenwald He sent the ventilators...Gov Cuomo kept them in sto…,Geta_Clue19,Cleveland Ohio
[],"RT @judy_george: I'm in my home I've self quarantine wandering why the fuck has this virus called trump not imploded yet if Trump,Pense, Mi…",mortgageconsult,"Maryland, USA"
[],"RT @charliekirk11: China is lying to the world—again.

They say COVID-19 has only killed roughly 3,300 of its’ citizens

But new reports ou…",kelly_melerine,"Chalmette, LA"
[],"RT @tedcruz: It’s even worse. We KNOW China is lying. On 3/1, China had 80,026 reported cases. On 3/28, it had 81,439. Does anyone believe…",MaryEllen3399,
[],RT @paulsperry_: why not let everybody who's recovered from virus (&amp; no longer testing +) return to work/school? that’s 80% of 123k total U…,rosco5513,
[],RT @thebradfordfile: I'm not voting for Trump in spite of the coronavirus. I'm voting for Trump because this pandemic reaffirms EVERYTHING…,nc165,
[],RT @tburages: Healthcare systems in Detroit are stretched to the limit. The TCF convention center is going to be turned into a 900-bed hosp…,Lee_in_Iowa,Des Moines
[],RT @WJohnRea: @CindyKendrick11 Artificially modified virus perhaps? And was it released deliberately?,60sReno,
[],@drninashapiro @OSHA_DOL Please  talk to who you can about  25 grams of vitamin c  IV  for Corona virus  patients. https://t.co/9RzhQmsody,classicexter,
[],Never forget that Trump and his cult are responsible for making the USA the worst place on the planet when it comes… https://t.co/3aTZdeKAea,tokeNspoke42,
"['British', 'China']","#British Govt Furious Over #China’s Virus Lies, ‘Reckoning’ Expected Post-Pandemic https://t.co/mJLXAoRg97",neesietweets,America🇺🇸
[],"RT @AndrewPollackFL: When President @realDonaldTrump formed the Chinese Virus task force in January, Nancy Pelosi was passing out her impea…",ClassicLucia,"Manhattan, NY"
[],"Ppl been pointing out Australia is doing well with the virus, due to high test numbers and slow death growth rate.… https://t.co/1lCw89im8x",arwon,Canberra
[],RT @gtconway3d: I think someone in the press room today should ask Trump if he thinks he’s going to be able to maintain his TV ratings and…,lala02131,"Kansas City, MO"
[],RT @LarrySchweikart: This is very important. Remember W got a big bounce prior to 2004 because women believed he was protecting them and th…,roomato1,Maryland hostage
[],"RT @charliekirk11: China is lying to the world—again.

They say COVID-19 has only killed roughly 3,300 of its’ citizens

But new reports ou…",SheilaGibson12,
[],RT @VishalI13305110: In this critical condition when India is locked down due to CoronaVirus @derasachasauda volunteers have come forward t…,kansal2808,India
[],"RT @OIFvetUSMC02: You’re right @realDonaldTrump, we’re stealing masks to take home so we don’t have any to use at work therefore exposing o…",tschirret,"Michigan, USA"
[],Did it work,MasonFowler,
[],Bro tossed his glasses💀💀,megannseann,
[],"@RealCandaceO No real tests for Covid 19, anyone with Corona (which there are tons of strains) are testing positive… https://t.co/AwOzrii922",chrisaloisio1,"Palm Beach Gardens, FL"
[],RT @tobykeith: We are feeling it now. Oklahoma boy Joe Diffie has passed away from this virus.  My kids grew up around his parents. My pray…,cannoneerfour,¯\_(ツ)_/¯
[],RT @realDonaldTrump: ...The CBS News poll said 13 percent of Republicans trusted the news media for information about the virus.” Michael M…,Tetsuyama511,Amphoe Mueang Chon Buri
[],"@petersimeti I like what you do, I like the idea of Comicsgate. I am too old for drama though. I think the virus ha… https://t.co/VCtKcC2CY7",rodwreck,"Huntington Beach, CA"
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",perfetto_john,
[],"RT @Loxxygirl: So, my nephew who is an Emergency Room Doctor fighting this horrible virus. Who is on the front lines shouldn't have to writ…",holaMau,Earth
[],"RT @TeaPainUSA: Trump (Last month): “We’ll soon be down to zero cases.

Kudlow (Last month): “The virus is fully contained.”

Trump (Today)…",2idder,
[],I thought they were puppets at first 🤣,volsandsooners,United States
[],"RT @NatePickowicz: If a tiny virus can do this much damage, imagine what mustard seed size faith can do.",JamesJcgarcia4,"California, USA"
['BoycottTrumpPressConferences'],"RT @LavenderVote: #BoycottTrumpPressConferences
1.She wouldn’t have called a deadly virus a hoax
2.She wouldn’t have given China PPE, med s…",jimbeamer777,
[],"RT @charliekirk11: BREAKING:

Another migrant caravan is heading to the US border

While we suffer under the strain of the China Virus, we…",all_hrs,
[],"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…",Mmingo29,
[],RT @Pradeep_Nagra: Corona virus has fucked everything,Kinng_Gulati,"London, England"
[],"RT @SheSternly: We use gloves from opening our mailbox to the final process of reading it, or shredding it.. https://t.co/ZphJA7qh5v",books2luv,"Oklahoma, USA"
[],"RT @CindyKendrick11: Something much bigger is going on behind the scenes, the reaction to this Virus is totally overblown. 

What do you th…",xqben,United States
[],RT @BoSnerdley: Hillary Clinton lambasted for disgusting potshot that exploits US virus tragedy to make Trump look bad https://t.co/meGFMQz…,Gracie29526040,"Owings, MD"
['COVID19'],"RT @ChinaScience: Asymptomatic carriers of the #COVID19, those who have no symptoms but are tested positive for the virus, may pose a great…",AzraHassan16,
[],I literally had to give birth alone because of this virus and people don’t have the self restraint to just stay hom… https://t.co/kTIpLpDnLA,alyneptune,
[],RT @toddstarnes: Excellent questions that deserve answers.,LibertyFreehold,Right
[],More proof that China wants this virus to spread.,RobertMcGowen17,"Arcadia, LA"
